Timestamp,Topic,Room,Data_Payload
"31/3/2569 19:27:04","m5/room1/power","room1","{"room":"room1";"current_amp":0.06;"power_watt":0.32;"Timestamp":"1999-11-30 00:23:30";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:12","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:23:39";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:15","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":true;"RFID":null;"Timestamp":"1999-11-30 00:23:42";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:18","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:23:45";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:18","m5/room1/power","room1","{"room":"room1";"current_amp":0.13;"power_watt":0.66;"Timestamp":"1999-11-30 00:23:45";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:23","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:23:50";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:28","m5/room1/power","room1","{"room":"room1";"current_amp":0.05;"power_watt":0.24;"Timestamp":"1999-11-30 00:23:55";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:33","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:00";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:38","m5/room1/power","room1","{"room":"room1";"current_amp":0.05;"power_watt":0.27;"Timestamp":"1999-11-30 00:24:05";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:43","m5/room1/power","room1","{"room":"room1";"current_amp":0.05;"power_watt":0.24;"Timestamp":"1999-11-30 00:24:10";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:48","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:15";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:53","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:20";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:27:58","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:25";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:03","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:30";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:08","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:35";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:13","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:40";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:18","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:45";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:23","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:50";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:28","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:24:55";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:32","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":false;"RFID":"WEB";"Timestamp":"1999-11-30 00:24:59";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:35","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:25:02";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:36","m5/room1/power","room1","{"room":"room1";"current_amp":0.28;"power_watt":1.41;"Timestamp":"1999-11-30 00:25:03";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:41","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":true;"RFID":null;"Timestamp":"1999-11-30 00:25:08";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:44","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:25:11";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:46","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:13";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:51","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:18";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:52","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":false;"RFID":"4F140D35";"Timestamp":"1999-11-30 00:25:19";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:55","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:25:22";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:28:56","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:23";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:01","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:28";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:06","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:33";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:13","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:38";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:16","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:43";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:21","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:48";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:26","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:53";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:31","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:25:58";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:36","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:03";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:41","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:08";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:46","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:13";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:51","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:18";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:29:56","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:23";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:01","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:28";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:06","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:33";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:11","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:38";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:16","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:43";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:21","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:48";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:26","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:53";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:31","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:26:58";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:36","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:03";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:41","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:08";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:46","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:13";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:51","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:18";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:30:56","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:23";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:01","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:28";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:06","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:33";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:11","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:38";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:16","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:43";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:21","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:48";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:26","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:53";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:31","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:27:58";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:36","m5/room1/power","room1","{"room":"room1";"current_amp":0.11;"power_watt":0.57;"Timestamp":"1999-11-30 00:28:03";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:41","m5/room1/power","room1","{"room":"room1";"current_amp":0.22;"power_watt":1.11;"Timestamp":"1999-11-30 00:28:08";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:52","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:28:18";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:31:57","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:28:23";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:02","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:28:28";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:04","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":true;"RFID":null;"Timestamp":"1999-11-30 00:28:31";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:07","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:28:34";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:08","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:28:35";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:13","m5/room1/power","room1","{"room":"room1";"current_amp":0.08;"power_watt":0.4;"Timestamp":"1999-11-30 00:28:40";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:18","m5/room1/power","room1","{"room":"room1";"current_amp":0.08;"power_watt":0.38;"Timestamp":"1999-11-30 00:28:45";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:20","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":false;"RFID":"WEB";"Timestamp":"1999-11-30 00:28:47";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:24","m5/room1/power","room1","{"room":"room1";"current_amp":0.13;"power_watt":0.64;"Timestamp":"1999-11-30 00:28:51";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:29","m5/room1/power","room1","{"room":"room1";"current_amp":0.07;"power_watt":0.34;"Timestamp":"1999-11-30 00:28:56";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:34","m5/room1/power","room1","{"room":"room1";"current_amp":0.08;"power_watt":0.41;"Timestamp":"1999-11-30 00:29:01";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:39","m5/room1/power","room1","{"room":"room1";"current_amp":0.07;"power_watt":0.35;"Timestamp":"1999-11-30 00:29:06";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:40","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"denied";"M5":false;"RFID":"93CDCE05";"Timestamp":"1999-11-30 00:29:07";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:44","m5/room1/power","room1","{"room":"room1";"current_amp":0.06;"power_watt":0.31;"Timestamp":"1999-11-30 00:29:11";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:51","m5/room2/doorstatus","room2","{"Register":false;"room":"room2";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:29:18";"hash":"99a3ae2c514ee9ff2d6d79a8029a1f4c520e5d79f79d851f3c456ae49c008c88"}"
"31/3/2569 19:32:51","m5/room1/power","room1","{"room":"room1";"current_amp":0.14;"power_watt":0.71;"Timestamp":"1999-11-30 00:29:18";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:54","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"denied";"M5":false;"RFID":"93CDCE05";"Timestamp":"1999-11-30 00:29:21";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:32:56","m5/room1/power","room1","{"room":"room1";"current_amp":0.05;"power_watt":0.27;"Timestamp":"1999-11-30 00:29:23";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:01","m5/room1/power","room1","{"room":"room1";"current_amp":0.05;"power_watt":0.25;"Timestamp":"1999-11-30 00:29:28";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:06","m5/room1/power","room1","{"room":"room1";"current_amp":0.05;"power_watt":0.25;"Timestamp":"1999-11-30 00:29:33";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:11","m5/room1/power","room1","{"room":"room1";"current_amp":0.06;"power_watt":0.3;"Timestamp":"1999-11-30 00:29:38";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:19","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:29:46";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:24","m5/room1/power","room1","{"room":"room1";"current_amp":0.04;"power_watt":0.2;"Timestamp":"1999-11-30 00:29:51";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:24","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":false;"RFID":"WEB";"Timestamp":"1999-11-30 00:29:51";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:27","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:29:54";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:29","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:29:56";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:34","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:01";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:38","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":true;"RFID":null;"Timestamp":"1999-11-30 00:30:05";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:41","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:30:08";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:42","m5/room1/power","room1","{"room":"room1";"current_amp":0.22;"power_watt":1.12;"Timestamp":"1999-11-30 00:30:09";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:47","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:14";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:49","m5/room2/doorstatus","room2","{"Register":false;"room":"room2";"status":"open";"M5":false;"RFID":"449AAD02";"Timestamp":"1999-11-30 00:30:16";"hash":"99a3ae2c514ee9ff2d6d79a8029a1f4c520e5d79f79d851f3c456ae49c008c88"}"
"31/3/2569 19:33:52","m5/room2/doorstatus","room2","{"Register":false;"room":"room2";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:30:19";"hash":"99a3ae2c514ee9ff2d6d79a8029a1f4c520e5d79f79d851f3c456ae49c008c88"}"
"31/3/2569 19:33:52","m5/room1/power","room1","{"room":"room1";"current_amp":0.13;"power_watt":0.66;"Timestamp":"1999-11-30 00:30:19";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:58","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:25";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:33:58","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"open";"M5":false;"RFID":"4F140D35";"Timestamp":"1999-11-30 00:30:25";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:01","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"closed";"M5":false;"RFID":null;"Timestamp":"1999-11-30 00:30:28";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:03","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:30";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:06","m5/room1/doorstatus","room1","{"Register":false;"room":"room1";"status":"denied";"M5":false;"RFID":"93CDCE05";"Timestamp":"1999-11-30 00:30:33";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:08","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:35";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:13","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:40";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:18","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:45";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:23","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:50";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:28","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:30:55";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:33","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:00";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:38","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:05";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:43","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:10";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:48","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:15";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:53","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:20";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:34:58","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:25";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:35:03","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:30";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:35:08","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:35";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
"31/3/2569 19:35:13","m5/room1/power","room1","{"room":"room1";"current_amp":0;"power_watt":0;"Timestamp":"1999-11-30 00:31:40";"hash":"01c17f990d960f361520eb02e417122b143da15f6f2f5997072f376f1fa21de4"}"
